number,state,title,created_at,closed_at,comments,labels,components,is_bug,is_crash,related_prs
8277,open,Using an Optional<SamplerState> object produces invalid WGSL code,2025-08-22T20:31:16Z,,1,Dev Reviewed|Diagnostics|WebGPU,wgsl,False,False,
8272,open,[neural.slang] Partially move core component into Slang,2025-08-22T16:40:25Z,,0,Dev Reviewed,,False,False,
8265,open,Cleanup workaround in slangpy for issue with disabling warning 30856,2025-08-22T08:57:57Z,,1,Dev Reviewed|Dev Opened,,False,False,
8245,open,Add testing for record/replay support of IComponentType2,2025-08-21T01:10:01Z,,0,Dev Reviewed|Dev Opened,spirv,False,False,
8244,open,Adding a SIMD CPU target,2025-08-21T00:26:17Z,,4,Dev Reviewed,cuda|glsl|hlsl,False,False,
8240,open,[HLSL/Metal] Implement `SV_VulkanSamplePosition` to fetch SamplePosition,2025-08-20T22:55:42Z,,0,Dev Reviewed|Dev Opened,metal|hlsl,False,False,
8235,open,Swizzle on extern vector value does not lead to constant expression,2025-08-20T19:02:49Z,,3,Dev Reviewed,,False,False,
8234,open,Add a version check to slangc to detect mismatched slang dynamic libraries,2025-08-20T00:11:39Z,,9,Dev Reviewed,,False,False,
8220,open,Lambdas capture local static groupshared variables by copy,2025-08-19T12:58:26Z,,0,Dev Reviewed,wgsl,False,False,
8217,open,"[CI] Intermittent CI failure of ""Compile Regression-Test""",2025-08-18T23:57:29Z,,0,Dev Reviewed|Dev Opened|CI Bug,,True,False,
8191,open,Slang crashes when attempting to compile to target instead of module,2025-08-14T17:21:15Z,,11,Dev Reviewed|Dev Opened,spirv,False,True,
8186,open,Enable testing of slangpy examples,2025-08-14T14:04:45Z,,0,Dev Reviewed|Dev Opened|RTR|CI Bug,,True,False,
8183,open,Compiling the vk_slang_editor displacement mapping example for WGSL or Metal segfaults,2025-08-14T04:18:59Z,,5,Dev Reviewed|Metal|WebGPU,spirv|metal|glsl|hlsl|wgsl|autodiff,False,True,
8173,open,"Allow users to define explicit groupshared/other address-spaces: `Ptr<T, ..., AddressSpace::Groupshared`",2025-08-13T17:53:54Z,,0,Dev Reviewed|Dev Opened,,False,False,
8166,open,"Unexpected warning is printed ""Cannot insert #pragma warning here""",2025-08-12T23:17:17Z,,0,regression|Dev Opened|Diagnostics,,True,False,
8157,open,"Should use ""WebGPU"" consistently instead of ""wgpu""",2025-08-12T16:00:56Z,,2,Dev Opened|WebGPU,wgsl,False,False,
8151,open,cmake external target name conflict,2025-08-12T11:50:46Z,,2,Dev Reviewed|cmake,,False,False,
8148,open,Slang crashes when using static consts in generic interface methods,2025-08-12T04:22:05Z,,1,Dev Reviewed,generics,False,True,
8145,open,VVL error with the latest VulkanSDK1.4.321.1,2025-08-11T21:51:38Z,,8,Dev Opened,spirv|metal|generics,False,False,
8144,open,Require attributes not checked on user-defined derivative function,2025-08-11T20:25:15Z,,4,Dev Opened|Autodiff|Diagnostics,spirv|hlsl,False,False,
8135,open,Slang crashes when using associated types from an inherited interface,2025-08-09T19:48:42Z,,2,Dev Reviewed,,False,True,
8125,open,"Empty structs are handled incorrectly in CUDA, leading to runtime crashes in slangpy",2025-08-08T12:38:18Z,,1,Dev Opened|RTR,cuda,False,True,
8111,open,slangc multiple '-o' don't work with multiple '-entry' when targeting DXBC (and most other) formats,2025-08-07T10:53:48Z,,2,HelpWanted|Dev Reviewed,slang-core|hlsl,False,False,
8093,open,[CI] Intermittent failures of `slang-rhi` test on `slang` repo,2025-08-06T19:38:20Z,,4,Dev Opened,cuda|metal,False,False,
8092,open,Document about `expand` keyword,2025-08-06T19:17:09Z,,7,Dev Opened,,False,False,
8074,open,-g1 Option for generating simple debugging info,2025-08-06T03:21:36Z,,0,Dev Reviewed|Dev Opened|rtremix,,False,False,
8071,open,[CI] Create scripting for windows CI server setup,2025-08-05T23:38:46Z,,1,Dev Opened,,False,False,
8064,open,Improve dump-ir to dump certain sections at runtime selectively,2025-08-05T17:27:34Z,,1,Dev Opened,glsl,False,False,
8062,open,Additional testing to diagnose optimization bugs of removing/reordering loads,2025-08-05T15:58:06Z,,0,Dev Reviewed|Dev Opened,,False,False,
8059,open,Markdown links in slang options incorrectly formatted by slangc -h,2025-08-05T00:27:04Z,,0,Dev Opened,spirv|dxil,False,False,
8055,open,Add support for SM6.7 integer texture sampling,2025-08-04T18:52:54Z,,4,Dev Reviewed,dxil|hlsl,False,False,
8050,open,Slang autoformatter causes `slang-test` to silently ignore tests,2025-08-04T16:11:51Z,,1,Dev Opened,slang-core,False,False,
8045,open,Overzealous error 38032,2025-08-04T07:19:47Z,,1,Dev Opened|Diagnostics|RTR,,False,False,
8022,open,Windows driver crash with RecordReplay_ray_tracing_pipeline test,2025-08-01T05:46:36Z,,10,Dev Opened,,False,True,
8003,open,Support dual-source blend outputs in Metal,2025-07-31T07:57:52Z,,2,Dev Reviewed|Metal|CoPilot,spirv|metal,False,False,
8002,open,Passing `ParameterBlock<T>` to parameter of type `__constref ParameterBlock<T>` segfaults or generates invalid code,2025-07-31T00:40:56Z,,3,Dev Reviewed|Dev Opened,spirv|glsl,False,False,
8001,open,Need to add Rtx-remix testing to slang,2025-07-30T22:43:49Z,,0,Dev Opened|rtremix,,False,False,
8000,open,[Language Server] Implement pull diagnostics support,2025-07-30T21:20:39Z,,0,Backlog|Dev Opened|Diagnostics,,False,False,
7982,open,Deprecate slang::IGlobalSession::addBuiltins(),2025-07-29T23:12:31Z,,1,Dev Reviewed|Dev Opened,,False,False,
7981,open,slang-test doesn't work with WSL2,2025-07-29T21:56:43Z,,1,Dev Opened,spirv|metal|glsl|generics,False,False,
7980,open,"[WGSL] Array of resource types can generate an `array<array<T>,U>`, which is illegal WGSL",2025-07-29T21:43:58Z,,2,Dev Reviewed|Dev Opened|Diagnostics|WebGPU,wgsl,False,False,
7950,open,Unable to generate fixed-sized arrays in WGSL backend,2025-07-28T12:34:58Z,,1,Dev Reviewed|Metal|WebGPU,glsl|wgsl,False,False,
7948,open,[Capability System] Change how we handle capability-set disjunctions between equal-abstract-atom sets.,2025-07-28T07:19:44Z,,1,Dev Reviewed|Dev Opened,,False,False,
7944,open,add support for GL_EXT_null_initializer,2025-07-27T15:52:17Z,,0,Dev Reviewed,glsl,False,False,
7928,open,"Support bfloat16, floatE4M3, floatE5M2 types.",2025-07-25T20:58:26Z,,7,Dev Reviewed|Dev Opened,spirv|cuda,False,False,
7926,open,Remove `removeUnusedGenericParam()`,2025-07-25T20:48:30Z,,0,Dev Opened,generics,False,False,
7922,open,Clean up roles across projects and repos,2025-07-25T16:57:22Z,,0,Dev Opened,,False,False,
7914,open,Add namespaced alias for library targets in cmake,2025-07-25T01:03:59Z,,3,Dev Reviewed|cmake,,False,False,
7897,open,Build and test static builds,2025-07-24T10:11:20Z,,0,Dev Opened,,False,False,
7896,open,Vendor unordered_dense,2025-07-24T10:07:08Z,,0,Dev Opened,,False,False,
7895,open,Tidy up include usage,2025-07-24T10:03:52Z,,0,Dev Opened,,False,False,
7894,open,`layout(local_size) in;` is propagated to SPIR-V but not to reflection,2025-07-24T06:33:38Z,,6,reflection,spirv|glsl|hlsl,False,False,
7893,open,Add error message for argument-buffer-tier-2 on Metal target and update the document accordingly,2025-07-24T04:06:42Z,,0,Metal|Dev Opened,metal,False,False,
7880,open,[CBP] Support for coherent texture operations (via pointers),2025-07-23T15:21:04Z,,2,,spirv,False,False,
7878,open,Unhandled local expression when returning `none` from generic `Texture` abstraction,2025-07-23T13:58:23Z,,6,Dev Reviewed|Diagnostics|known_issues,spirv|generics,True,True,
7877,open,Vulkan binding changes when imported from another Slang file,2025-07-23T10:30:03Z,,7,Dev Reviewed,spirv,False,False,
7875,open,ISP8 - Initial Setup/Port,2025-07-23T05:26:51Z,,0,Dev Opened,,False,False,
7873,open,Throw error when we run into cases with unsupported ptx,2025-07-23T04:53:51Z,,0,Dev Reviewed|Dev Opened|Diagnostics|cuda,cuda,False,False,
7860,open,needFlatDecorationForBuiltinVar is missing check for double-precision float,2025-07-22T07:04:14Z,,5,Dev Opened|CoPilot,spirv,False,False,
7857,open,Show type mismatches for multiple candidate overloads,2025-07-21T23:36:24Z,,4,Diagnostics,,False,False,
7852,open,Enable some nightly testing of Metal,2025-07-21T19:00:13Z,,1,Dev Reviewed|Dev Opened,metal,False,False,
7846,open,Using `public` keyword in Shader Playground causes unexpected compilation fail,2025-07-21T12:34:32Z,,5,Dev Opened|Diagnostics|RTR,,False,False,
7839,open,Language Specification link in Docs leads to github rather than a webpage,2025-07-19T08:59:37Z,,0,Dev Reviewed|Dev Opened|RTR,,False,False,
7832,open,[SP024] Remove existing L-value use-sites of cast-to-super in `meta.slang` files,2025-07-18T21:27:43Z,,1,,,False,False,
7824,open,"Possible to ""silently"" import module twice.",2025-07-18T16:10:07Z,,2,Dev Reviewed|Dev Opened|RTR,,False,False,
7805,open,Impossible to create VK_DESCRIPTOR_TYPE_STORAGE_IMAGE  properly,2025-07-17T13:27:25Z,,4,,spirv,False,False,
7793,open,Rename `Slang::Session` to `Slang::GlobalSession`,2025-07-16T20:32:26Z,,4,Dev Opened,,False,False,
7791,open,slang-test should handle better when the test file is not inside of `tests/` directory,2025-07-16T18:13:16Z,,0,Dev Opened,spirv|metal|glsl|generics,False,False,
7789,open,Improve the slang-test coverage for the memory pointer tests on Metal,2025-07-16T17:49:37Z,,0,Metal|Dev Opened,spirv|cuda|metal,False,False,
7788,open,Casting sub-type to super-type (interface-to-interface) for use with a non `in` parameter is an internal-error,2025-07-16T16:58:34Z,,4,Dev Opened|Diagnostics,spirv,False,True,
7782,open,Investigate data-flow based dynamic-dispatch,2025-07-16T15:42:25Z,,1,Dev Opened,autodiff|generics,False,False,
7776,open,Use stdout for `-dump-ir` rather than stderr,2025-07-15T23:23:18Z,,3,Dev Opened,,False,False,
7762,open,HitObject.Invoke is mis-defined in Slang,2025-07-15T04:23:36Z,,3,Dev Opened|optix|raytracing,spirv|hlsl,False,False,
7760,open,"Fiddle ""scraper"" approach interacts poorly with intellisense",2025-07-14T21:15:10Z,,0,Dev Opened,generics,False,False,
7758,open,Language server takes a long time to respond to requests,2025-07-14T19:51:55Z,,31,Dev Opened,,False,False,
7748,open,Slang compilation aborted due to an exception of class Slang::InternalError: assert failure: The key already exists in Dictionary.,2025-07-13T22:31:28Z,,2,client support|Dev Reviewed,glsl,False,False,
7727,open,Add `GLSL_NV_cooperative_vector` support,2025-07-11T16:27:54Z,,9,Dev Opened,spirv|glsl,False,False,
7708,open,Some Slang examples are failed in Mac,2025-07-10T22:58:24Z,,4,Metal|Dev Opened,,False,False,
7699,open,[SP024] Equality constraints and subtype constraints should not allow `some`/`dyn` types,2025-07-10T17:50:36Z,,2,,,False,False,
7680,open,Create a docker release flow for ease of Slang/SlangPy/PyTorch/python/CUDA dependency interop,2025-07-09T18:36:04Z,,0,Dev Opened,cuda,False,False,
7672,open,Explore compute subdir,2025-07-09T11:41:14Z,,3,cuda,cuda,False,False,
7670,open,Slang maintainer - spint 33,2025-07-09T05:27:40Z,,0,Dev Opened,,False,False,
7669,open,Vertex Shader: No Binding For StructuredBuffer in Metal Output,2025-07-09T05:25:26Z,,2,Dev Reviewed|Metal,metal,False,False,
7657,open,Internal error when referencing `static` value from a `static const`,2025-07-08T21:19:58Z,,2,Dev Reviewed|Diagnostics,spirv|hlsl,False,False,
7651,open,Test infrastructure documentation is lacking,2025-07-08T16:49:47Z,,4,Dev Reviewed|Dev Opened,dxil,False,False,
7647,open,C++ compiler warning `*.slang` source locations are sometimes incorrect,2025-07-08T15:43:30Z,,0,Dev Opened,generics,False,False,
7642,open,[CBP] Add documentation to explain coherent operations and new `Ptr` arguments,2025-07-08T01:13:31Z,,1,Dev Opened,,False,False,
7641,open,"`ref` accessor does not propagate a returned ""ref"" in non-SPIR-V targets",2025-07-08T00:35:22Z,,5,Dev Reviewed|Dev Opened,spirv,False,False,
7639,open,Output preprocessed sources into files with formatting,2025-07-07T22:22:35Z,,0,Dev Opened,,False,False,
7618,open,(NSM) Initial Encoder Proposal,2025-07-03T22:46:33Z,,0,client support,,False,False,
7617,open,(NSM) Initial MLP Proposal,2025-07-03T22:45:36Z,,1,client support,,False,False,
7616,open,[neural.slang] Umbrella Task to track all sub-tasks,2025-07-03T22:45:10Z,,0,Dev Opened,,False,False,
7612,open,Properly handle empty CUDA structs,2025-07-02T23:41:10Z,,0,cuda,cuda,False,True,
7598,open,[Documentation] Extract vulkan bindings from slang shader with Reflection API,2025-07-02T19:28:45Z,,1,Dev Reviewed,,False,False,
7590,open,checkAutoDiffDecorations has never worked,2025-07-02T10:44:26Z,,1,Dev Opened|Autodiff,autodiff,False,False,
7583,open,Redesign TextMate grammer such that vs-code and visual-studio extension share a TextMate grammer,2025-07-01T22:35:40Z,,0,,,False,False,
7560,open,Report used capabilities post link.,2025-06-30T18:04:58Z,,0,Dev Opened,,False,False,
7537,open,Release build race condition,2025-06-26T11:44:40Z,,0,Dev Opened|RTR,,False,False,
7533,open,SV_IsFrontFace doesnt work in wgsl,2025-06-26T08:56:10Z,,3,Dev Reviewed,dxil|wgsl,False,False,
7518,open,Remove temporary files generated from slang-test,2025-06-25T16:58:12Z,,0,Dev Opened,autodiff,False,False,
7517,open,Clean up formatting of diagnostics,2025-06-24T23:12:25Z,,0,Dev Opened,,False,False,
7497,open,"Expand test converage for obfuscation, debug info stripping, etc.",2025-06-19T19:26:01Z,,0,Dev Opened,,False,False,
7495,open,Enable Vulkan Validation Layers for CI,2025-06-19T13:58:52Z,,2,Dev Opened|RTR,spirv,False,False,
7493,open,Vulkan validation layer warning: WARNING-Shader-OutputNotConsumed:,2025-06-19T13:38:35Z,,0,Dev Opened|RTR,,False,False,
7489,open,DescriptorHandle uses too much space,2025-06-19T11:36:33Z,,2,Dev Reviewed,,False,False,
7473,open,Slangc cannot compile entry point inside module of same name,2025-06-17T22:26:46Z,,1,Dev Reviewed,,False,False,
7472,open,Language server does not display useful documentation on hover,2025-06-17T19:58:02Z,,0,Dev Opened,,False,False,
7468,open,`SV_DispatchThreadID` is not documented,2025-06-17T19:36:37Z,,1,Dev Opened,hlsl,False,False,
7464,open,"create uniform test scripting in CI for windows, linux and mac",2025-06-17T18:06:53Z,,0,Dev Opened,,False,False,
7462,open,Check support for slangpy CUDA backend,2025-06-17T15:21:28Z,,1,cuda,cuda,False,False,
7455,open,[NonCopyableType] `NonCopyable` type use inside an `Accessor` causes internal compiler error,2025-06-16T16:01:18Z,,8,Backlog|Dev Opened,,False,False,
7425,open,TypeLayoutReflection return types are incosistent,2025-06-12T05:52:18Z,,0,Dev Opened|RTR,,False,False,
7414,open,Provide syntax highlighting support for vim,2025-06-11T18:51:20Z,,2,,glsl,False,False,
7412,open,[Capability System] Capabilities of `extension` should be a sub-set of target type,2025-06-11T17:00:18Z,,2,Dev Opened|Diagnostics,glsl|hlsl,False,False,
7406,open,Slang not converting return type Optional<Foo> to Optional<IFoo>,2025-06-11T14:33:12Z,,3,Dev Opened|RTR,,False,False,
7396,open,create test matrix and coverage strategy,2025-06-11T00:27:50Z,,0,,,False,False,
7394,open,Fix segfaults related to `Tuple` when not explicitly adding generic arguments,2025-06-10T21:26:23Z,,0,Dev Opened|Diagnostics,generics,False,False,
7383,open,enable slang-test in slang CI for Linux GPU test,2025-06-09T23:20:26Z,,0,Dev Reviewed|Dev Opened,,False,False,
7380,open,Document how to write slang-test test cases,2025-06-09T18:05:46Z,,4,Dev Opened,,False,False,
7370,open,Pointers may not work for Nvidia mesh shader payloads,2025-06-07T08:55:08Z,,3,Needs reporter feedback|Dev Reviewed|Vendor Driver Bug|mesh shader,spirv,True,False,
7350,open,Invalid wgsl generation when using dynamic dispatch with storage buffers.,2025-06-05T08:04:56Z,,1,Dev Reviewed|WebGPU,wgsl,False,False,
7331,open,Add Ampere/Ada/Blackwell GPU support for Windows/Linux,2025-06-03T22:32:06Z,,0,Dev Opened,,False,False,
7328,open,[Parent Task] Support Linux + GPU testing in slang CI,2025-06-03T22:11:17Z,,0,Dev Opened|CI Bug,,True,False,
7319,open,enable Linux+GPU slang-rhi tests in slang CI,2025-06-03T18:30:10Z,,1,Dev Opened,,False,False,
7318,open,Include Sascha Willems's shaders into our CI,2025-06-03T16:12:08Z,,0,Dev Opened,,False,False,
7306,open,fix ray tracing issues on slang-rhi + GCP,2025-06-02T23:54:13Z,,0,Dev Opened|CI Bug,,True,False,
7305,open,Report error when calling an entry point function,2025-06-02T21:34:11Z,,1,Dev Opened|Diagnostics,,False,False,
7297,open,Enable slang-rhi tests on all platforms,2025-06-02T18:23:56Z,,0,Dev Opened|RTR,,False,False,
7296,open,Enable slangpy tests on all platforms,2025-06-02T18:22:06Z,,3,Dev Opened|RTR,,False,False,
7295,open,"When using explicit [[vk::location]] and multiple input structs, locations are not computed properly",2025-06-02T16:35:13Z,,1,Dev Reviewed,spirv|metal|glsl|hlsl|wgsl,False,False,
7292,open,Support HLSL DXR 1.3,2025-05-31T00:41:23Z,,3,Dev Opened|optix|raytracing,dxil|hlsl,False,False,
7287,open,Unable to declare a storage buffer using a struct,2025-05-30T10:25:30Z,,8,Needs reporter feedback|Dev Reviewed,hlsl|wgsl,False,False,
7284,open,Update CI with the Agility SDK and DXC supporting the official CoopVec builtin functions,2025-05-30T01:17:35Z,,4,Dev Opened,,False,False,
7280,open,[Workgraphs] Slang generated SPIR-V does not include a struct member offset decoration for NodePayloadAMDX storage class,2025-05-29T22:29:56Z,,0,Dev Reviewed,spirv,False,False,
